cte_corr,he_corr,ce_crash,cm_crash
-0.13186854599928868,-0.2739808797593854,0.8224692068588491,0.752362459024896
-0.13186854599928868,0.23409558629076294,0.7196570494816004,0.7489670509734064
-0.13186854599928868,0.02504222499248728,0.7804449153233346,0.7452880779670179
0.13871645695505425,-0.2739808797593854,0.7440012255214226,0.7201645403827988
0.13871645695505425,0.23409558629076294,0.5645110968771206,0.7158503655381104
0.13871645695505425,0.02504222499248728,0.6678133540893737,0.7131792503710555
0.03701609384151412,-0.2739808797593854,0.8176305078596438,0.7606303726885626
0.03701609384151412,0.23409558629076294,0.6916384948696201,0.753814941149572
0.03701609384151412,0.02504222499248728,0.7640868957531189,0.7510559537356664
-0.24652004091616592,-0.18125395899682933,0.7885078085306898,0.6922388791729486
-0.24652004091616592,0.20933945542898494,0.6930240624960043,0.7119519520821513
-0.24652004091616592,-0.027674198290120532,0.7455550324155227,0.7022943333796965
0.15592035726733094,-0.18125395899682933,0.7242609412768599,0.7141727432604016
0.15592035726733094,0.20933945542898494,0.5939025722029332,0.7330939141620133
0.15592035726733094,-0.027674198290120532,0.6648334680989402,0.7231356239205946
0.09600039053483443,-0.18125395899682933,0.7554667768044574,0.7212126646478029
0.09600039053483443,0.20933945542898494,0.638292272131364,0.7395504650777052
0.09600039053483443,-0.027674198290120532,0.7068844853788167,0.729344596045679
-0.17626404398485876,-0.3021501372582589,0.8469211664414941,0.7448640758389082
-0.17626404398485876,0.1860518619733792,0.7628180243907604,0.7405075793019603
-0.17626404398485876,-0.017296167070474395,0.7954233255172625,0.7318643222369903
0.08829094298913491,-0.3021501372582589,0.7745057923188059,0.714782857220046
0.08829094298913491,0.1860518619733792,0.5935515155819864,0.7104825642136994
0.08829094298913491,-0.017296167070474395,0.6793500452811692,0.7022314920964685
0.06833763185227251,-0.3021501372582589,0.7984068949943546,0.7125509319293244
0.06833763185227251,0.1860518619733792,0.6593733628066231,0.7090984723596822
0.06833763185227251,-0.017296167070474395,0.7231282633913166,0.698870480811703
-0.14264104194041985,-0.23177963878781863,0.8145127664161589,0.7275504585963896
-0.14264104194041985,0.1770155385447842,0.7088172406789641,0.7134584232390011
-0.14264104194041985,0.05041405691974094,0.7618315057816927,0.710502702870114
0.09813577864907685,-0.23177963878781863,0.796050081425035,0.7467772135773059
0.09813577864907685,0.1770155385447842,0.6052596923057744,0.7301225934930458
0.09813577864907685,0.05041405691974094,0.6937580205487082,0.7255053963190291
-0.07220847425427837,-0.23177963878781863,0.8309895701482897,0.7623742726579089
-0.07220847425427837,0.1770155385447842,0.7105232132806703,0.7500367221943296
-0.07220847425427837,0.05041405691974094,0.7706805602183152,0.7449518824490577
-0.11015029159752825,-0.2059935686650167,0.8026025327842481,0.7082210595469246
-0.11015029159752825,0.2687230602737938,0.6963148997649882,0.724178368693792
-0.11015029159752825,0.05044972448506101,0.7597374858040913,0.7224069301585943
0.08518592450597798,-0.2059935686650167,0.766588323692883,0.730875119986285
0.08518592450597798,0.2687230602737938,0.6076062510281806,0.7450089509073621
0.08518592450597798,0.05044972448506101,0.6951312088006303,0.7442487373651592
-0.045278754966252804,-0.2059935686650167,0.8105726219280364,0.7450209474192935
-0.045278754966252804,0.2687230602737938,0.6897784529543114,0.7577020261892845
-0.045278754966252804,0.05044972448506101,0.7654657253513837,0.7573927530229099
-0.10697181215639232,-0.2537106065272538,0.8179305652105177,0.729991074148244
-0.10697181215639232,0.24293160222718785,0.7154608871409027,0.7376952315366352
-0.10697181215639232,-0.03034772801661592,0.7607468051638944,0.7090113838594199
0.1656239802475338,-0.2537106065272538,0.7717522219591184,0.7296201221700518
0.1656239802475338,0.24293160222718785,0.6377355087510634,0.7389059488635893
0.1656239802475338,-0.03034772801661592,0.6940870514928077,0.7086949865022016
-0.010012139306683729,-0.2537106065272538,0.7802732788006417,0.7133952044386086
-0.010012139306683729,0.24293160222718785,0.6401338619241789,0.7211351603091719
-0.010012139306683729,-0.03034772801661592,0.7037539772006486,0.6906899769597921
-0.1377266857194833,-0.3109247741342485,0.8167787684884482,0.7303238415861656
-0.1377266857194833,0.2167360364803825,0.6932485541523393,0.7099251736269608
-0.1377266857194833,-0.05059582827812021,0.7528598536339522,0.7212016982520837
0.09923994777070567,-0.3109247741342485,0.7948027933655939,0.7426857273001995
0.09923994777070567,0.2167360364803825,0.6120844924488302,0.7165418283292544
