cte_corr,he_corr,ce_crash,cm_crash
0.17453253765165244,0.26654078470186243,0.8594633005290799,0.7458490802530324
0.17453253765165244,-0.16535862664662962,0.7700740382315951,0.7404588618688875
0.17453253765165244,0.007139509275733341,0.8071743286916374,0.7399574283889782
-0.16237788994305094,0.26654078470186243,0.7670373398623136,0.728142935278524
-0.16237788994305094,-0.16535862664662962,0.5910832425406846,0.7211828799454623
-0.16237788994305094,0.007139509275733341,0.6805763301499864,0.7214716304400829
-0.01037953588779293,0.26654078470186243,0.7946659097805662,0.7252051240695796
-0.01037953588779293,-0.16535862664662962,0.6442782344588261,0.7175279558411177
-0.01037953588779293,0.007139509275733341,0.7158365210566893,0.7174449815779643
0.12041729499888751,0.20870079377577566,0.8322569187474889,0.7515522551709971
0.12041729499888751,-0.22025262205502444,0.7139697042770842,0.7333116628335079
0.12041729499888751,0.03270820404481393,0.7645724142823069,0.7367266791534856
-0.15827831446845464,0.20870079377577566,0.7774170201575794,0.7427706311753117
-0.15827831446845464,-0.22025262205502444,0.6015702680545812,0.721857305443996
-0.15827831446845464,0.03270820404481393,0.6810842214827308,0.7269240707293207
0.017708064452472944,0.20870079377577566,0.8066028051792195,0.7371245209291472
0.017708064452472944,-0.22025262205502444,0.6783979905657297,0.7199289416208884
0.017708064452472944,0.03270820404481393,0.7352831339081205,0.725058367697912
0.17514850496536147,0.2272828590534215,0.834108448603795,0.7285551660343805
0.17514850496536147,-0.21410531096369664,0.7097307299032176,0.715710258071328
0.17514850496536147,0.0139912427758247,0.7720671613785427,0.7134262639351944
-0.16093648420078874,0.2272828590534215,0.781447686505308,0.7311869448034285
-0.16093648420078874,-0.21410531096369664,0.6136177011908641,0.7196465041701077
-0.16093648420078874,0.0139912427758247,0.6842200731054686,0.7192255334229309
0.028984120478034503,0.2272828590534215,0.8036616646277095,0.7383349311935812
0.028984120478034503,-0.21410531096369664,0.6392694991822647,0.7225902049678721
0.028984120478034503,0.0139912427758247,0.7177063476226904,0.7264904720241843
0.16055998342868788,0.26722903990298574,0.8265399407417797,0.7182841015275779
0.16055998342868788,-0.20907957832879656,0.707466872570965,0.6950938385423077
0.16055998342868788,-0.01940912181668975,0.7837749220270375,0.7203056020859122
-0.17412723543484873,0.26722903990298574,0.7840846927188797,0.7441084883435448
-0.17412723543484873,-0.20907957832879656,0.5790892991709454,0.7214374787402744
-0.17412723543484873,-0.01940912181668975,0.7042240420279229,0.7453003998273495
0.013434286935468826,0.26722903990298574,0.8259769129414084,0.7434722554414156
0.013434286935468826,-0.20907957832879656,0.6880647831972659,0.721535973051066
0.013434286935468826,-0.01940912181668975,0.7775052117907004,0.7457978488886017
0.10127615848634618,0.19474335607451526,0.840634323032516,0.739515062908672
0.10127615848634618,-0.20894863376002953,0.7350801101011653,0.7393135620110352
0.10127615848634618,-0.009487324651551969,0.7858982623566118,0.7538235099337985
-0.10815906122006443,0.19474335607451526,0.791424790205606,0.7325540658826587
-0.10815906122006443,-0.20894863376002953,0.6140649223701712,0.7345997001937691
-0.10815906122006443,-0.009487324651551969,0.7044999174400348,0.7493500285494441
0.03882635579655005,0.19474335607451526,0.822263636635622,0.7475133166005641
0.03882635579655005,-0.20894863376002953,0.6727052214539406,0.7480194116700127
0.03882635579655005,-0.009487324651551969,0.7476174641491253,0.7627858370851028
0.10334176391998531,0.24509592463844446,0.8258321751260698,0.7205900226740154
0.10334176391998531,-0.22705257537299206,0.6560397447867771,0.6927680682364795
0.10334176391998531,-0.0758397902844367,0.7241704901829498,0.6991093838825727
-0.1576511215953906,0.24509592463844446,0.8086294643788753,0.7499896796611342
-0.1576511215953906,-0.22705257537299206,0.5848915565488828,0.7269670687428581
-0.1576511215953906,-0.0758397902844367,0.6681103549480302,0.7309717200109092
0.028857697006113497,0.24509592463844446,0.8211755436868882,0.7422270634503436
0.028857697006113497,-0.22705257537299206,0.6285005280856641,0.721303115438706
0.028857697006113497,-0.0758397902844367,0.6999006557234634,0.724196876832066
0.14706628021862478,0.23544336367881302,0.8247094084509936,0.7339539456955629
0.14706628021862478,-0.2489979960683868,0.6903799487507494,0.7299914016273902
0.14706628021862478,0.00480326358731409,0.7852549150996355,0.7328351886470464
-0.1500402922316415,0.23544336367881302,0.7519408506220104,0.7149618156640354
-0.1500402922316415,-0.2489979960683868,0.548830731612079,0.7106684571169154
-0.1500402922316415,0.00480326358731409,0.6816696344605137,0.7137398673248697
0.03920337374884725,0.23544336367881302,0.8064047393160331,0.7260505763833743
0.03920337374884725,-0.2489979960683868,0.6524877921191384,0.7220404046614053
0.03920337374884725,0.00480326358731409,0.7539814679158426,0.7257005087326696
0.15288507125526402,0.21690696669817158,0.8278352615896106,0.7420806245261383
0.15288507125526402,-0.23376991551851228,0.7226741489453048,0.7296688044139911
0.15288507125526402,-0.05057650460797385,0.7781667475280251,0.7329567929057484
-0.1455819252187523,0.21690696669817158,0.7525951769103081,0.7261175543250863
-0.1455819252187523,-0.23376991551851228,0.5510105166885101,0.7131409671137616
-0.1455819252187523,-0.05057650460797385,0.6593737550115365,0.7164517774805776
0.01844714992078462,0.21690696669817158,0.8219712943584969,0.748413087495261
0.01844714992078462,-0.23376991551851228,0.6726510733257977,0.7361819834942365
0.01844714992078462,-0.05057650460797385,0.7539787950534902,0.7397649855674666
0.12999343869822538,0.23459591577744826,0.8245363713200378,0.7246589117148979
0.12999343869822538,-0.18983266845644875,0.7463562728048067,0.734853310882157
0.12999343869822538,-0.027967220427007746,0.7575414208804784,0.6948919871451595
-0.11746198115472285,0.23459591577744826,0.7728688876527635,0.7314897611878145
-0.11746198115472285,-0.18983266845644875,0.627247305220748,0.7392578920861292
-0.11746198115472285,-0.027967220427007746,0.6562454973962346,0.7007089852147358
0.019033207970341158,0.23459591577744826,0.8051353339278338,0.7437705628531811
0.019033207970341158,-0.18983266845644875,0.7030352843455273,0.7492088825632239
0.019033207970341158,-0.027967220427007746,0.718356887904362,0.7125321899840689
0.17423478364235065,0.22994116431299985,0.7903889745487598,0.6962806324235616
0.17423478364235065,-0.20743900224308798,0.6990895396569395,0.7268074535083334
0.17423478364235065,-0.007111216185949274,0.7148812093021955,0.6908838699083717
-0.18718285421992345,0.22994116431299985,0.7757580054116966,0.7257519514794304
