multi(Pmax=? [ F pc=-1 ], Pmax=? [ F pc=-2 ]):
6	0.19495870642319701
7	0.22194491297912486
8	0.24621197713925858
9	0.26821751043698316
10	0.28823326215665696
11	0.3064605430339341
12	0.32307904595846226
13	0.33824111471690843
14	0.35207943877592596
15	0.36471193148889497
16	0.3762449169932193
17	0.38677479637919093
18	0.3963892178218119
19	0.40516799786160496
20	0.41318389686260615
21	0.4205032849451152
22	0.42718672660397244
23	0.43328950166774616
24	0.43886207400112653
25	0.4439505155034803
26	0.44859689095699395
27	0.4528396080828022
28	0.45671373638813556
29	0.46025129784349217
30	0.4634815320294706

Pmax=? [ (F pc=-1) ]/Pmax=? [ (G pc!=-2) ]:
N	Result
1	0.0
2	0.056397026430585535
3	0.08907532998847145
4	0.14756243077603318
5	0.1998164184655157
6	0.24823128513276357
7	0.2942915048249102
8	0.33960661919110496
9	0.3843659950995608
10	0.4277563954338548
11	0.46749141600702226
12	0.5043592244280932
13	0.5389524567888465
14	0.5715750369181222
15	0.6023202854114507
16	0.631255068377939
17	0.6584427490273783
18	0.6839465365154849
19	0.7078290937443152
20	0.7301544851212685
21	0.750988905517994
22	0.7704005223958187
23	0.7884588769280982
24	0.805234192859256
25	0.8207966956019382
26	0.8352159843344198
27	0.8485604774491403
28	0.8608969416474694
29	0.8722901063595464
30	0.8828023598449922

Pmax=? [ (F pc=-1)&(G pc!=-2) ]/Pmax=? [ (G pc!=-2) ]:
N	Result
1	0.0
2	0.056397026430585535
3	0.08907532998847145
4	0.14756243077603318
5	0.1998164184655157
6	0.24823128513276357
7	0.2942915048249102
8	0.33960661919110496
9	0.3843659950995608
10	0.4277563954338548
11	0.46749141600702226
12	0.5043592244280932
13	0.5389524567888465
14	0.5715750369181222
15	0.6023202854114507
16	0.631255068377939
17	0.6584427490273783
18	0.6839465365154849
19	0.7078290937443152
20	0.7301544851212685
21	0.750988905517994
22	0.7704005223958187
23	0.7884588769280982
24	0.805234192859256
25	0.8207966956019382
26	0.8352159843344198
27	0.8485604774491403
28	0.8608969416474694
29	0.8722901063595464
30	0.8828023598449922

Pmax=? [ (F pc=-1) ]:
N	Result
1	0.0
2	0.05273824380231495
3	0.0791568202564072
4	0.12591064897385346
5	0.1635617206263942
6	0.19495870642319701
7	0.22194491297912486
8	0.24621197713925858
9	0.26821751043698316
10	0.28823326215665696
11	0.3064605430339341
12	0.32307904595846226
13	0.33824111471690843
14	0.35207943877592596
15	0.36471193148889497
16	0.3762449169932193
17	0.38677479637919093
18	0.3963892178218119
19	0.40516799786160496
20	0.41318389686260615
21	0.4205032849451152
22	0.42718672660397244
23	0.43328950166774616
24	0.43886207400112653
25	0.4439505155034803
26	0.44859689095699395
27	0.4528396080828022
28	0.45671373638813556
29	0.46025129784349217
30	0.4634815320294706

Pmax=? [ F pc=-2 ]:
N	Result
1	0.010835789976894272
2	0.39723241876099835
3	0.5965405891568927
4	0.7217591921478369
5	0.8038493424014459
6	0.856512024017827
7	0.8905172475994221
8	0.9132063506682256
9	0.9288234533283604
10	0.9398148110748051
11	0.947666914179732
12	0.9533358530215067
13	0.9574641075549772
14	0.96051452159302
15	0.9627875970521051
16	0.9644887744678017
17	0.9657651690718099
18	0.9667245461681044
19	0.9674465861379808
20	0.9679905050604192
21	0.9684004955249226
22	0.9687096569552553
23	0.9689428464701338
24	0.9691187638816849
25	0.9692514918682372
26	0.9693516429433097
27	0.9694272179889758
28	0.9694842507406973
29	0.9695272923928899
30	0.9695597763790837

Pmax=? [ F pc=-2 ]/Pmax=? [ G pc!=-1 ]:
N	Result
1	0.010835789976894272
2	0.39956239393210213
3	0.6033435167415652
4	0.7331575075536803
5	0.8188963239423801
6	0.8744198292664257
7	0.9107440808637443
8	0.9353237513122751
9	0.9524136036419965
10	0.9645521207155873
11	0.9733141563983779
12	0.979720707720429
13	0.9844584127110938
14	0.9880207327787195
15	0.9907289337699319
16	0.9928032658704532
17	0.9944019153142586
18	0.9956411949033618
19	0.9966075297907946
20	0.9973655457463684
21	0.9979638321343415
22	0.9984383900512801
23	0.9988125047280454
24	0.999100334427936
25	0.9993194127943921
26	0.9994855796330695
27	0.9996114424066439
28	0.9997066685799473
29	0.9997786379608739
30	0.9998329852356821

Pmax=? [ (F pc=-2)&(G pc!=-1) ]/Pmax=? [ G pc!=-1 ]:
N	Result
1	0.010835789976894272
2	0.39956239393210213
3	0.6033435167415652
4	0.7331575075536803
5	0.8188963239423801
6	0.8744198292664257
7	0.9107440808637443
8	0.9353237513122751
9	0.9524136036419965
10	0.9645521207155873
11	0.9733141563983779
12	0.979720707720429
13	0.9844584127110938
14	0.9880207327787195
15	0.9907289337699319
16	0.9928032658704532
17	0.9944019153142586
18	0.9956411949033618
19	0.9966075297907946
20	0.9973655457463684
21	0.9979638321343415
22	0.9984383900512801
23	0.9988125047280454
24	0.999100334427936
25	0.9993194127943921
26	0.9994855796330695
27	0.9996114424066439
28	0.9997066685799473
29	0.9997786379608739
30	0.9998329852356821

Pmin=? [ F k=N ]:
N	Result
1	1.0
2	0.9891642100231057
3	0.585843637421408
4	0.38511790486588027
5	0.25559914207755646
6	0.1708883627368154
7	0.11646814115569237
8	0.08107355067722916
9	0.05736225851863121
10	0.041047265800419085
11	0.029601412281162656
12	0.02146399185696271
13	0.015624066710687341
14	0.011404663260414824
15	0.008341588979662862
16	0.006110599905553543
17	0.004481868018220446
18	0.0032907515531405583
19	0.0024184703726811076
20	0.0017789393774371109
21	0.0013095774385626997
22	9.647885797130968E-4
23	7.112943269061696E-4
24	5.247718158757156E-4
25	3.874224821403561E-4
26	2.8620836834889504E-4
27	2.1156973902101574E-4
28	1.5649097894255648E-4
29	1.158192134506345E-4
30	8.576668227231276E-5

Pmin=? [ (F k=N)&(G pc>0) ]:
N	Result
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0

Pmin=? [ (F k=N)&(G pc!=-2) ]/Pmin=? [ (F k=N) ]:
N	Result
1	0.9891642100231057
2	0.6093705930028763
3	0.6728251867254541
4	0.6846717592943483
5	0.6929217819199567
6	0.7076650720138964
7	0.7229746363883212
8	0.7348142165052495
9	0.743200834227852
10	0.7491107887598878
11	0.7533731101560147
12	0.7564805836225316
13	0.7587661396131252
14	0.7604906628647335
15	0.7618552895362484
16	0.7629972424114011
17	0.763999900521115
18	0.7649108709640441
19	0.7657576935174762
20	0.7665572444976194
21	0.7673202716878647
22	0.7680535444011402
23	0.7687611478738483
24	0.7694454405424076
25	0.7701077510010377
26	0.7707488307160227
27	0.7713691190581081
28	0.7719688918655441
29	0.7725483469979925
30	0.773107656263034

Pmax=? [ pc!=-2 U<=N false ]:
N	Result
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0

Pmin=? [ pc>0 U k=N ]:
N	Result
1	1.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0
