Pmax=? [ F (pc=-1) ]:
N	Result
1	0.0
2	0.001170325796209074
3	0.0020019111269263534
4	0.002484394019304916
5	0.0027644031528685723
6	0.0029269453463990716
7	0.003021321836008201
8	0.003076136809249842
9	0.003107986351713712
10	0.0031265006210593796
11	0.0031372687878894823
12	0.003143535563999966
13	0.003147185229595579
14	0.0031493124495196767
15	0.0031505534483503243
16	0.003151278193228382
17	0.0031517019487144467
18	0.0031519500508205072
19	0.0031520955318644988
20	0.0031521809847576826

Pmax=? [ F (pc=-2) ]:
N	Result
1	0.35662497012190264
2	0.6040551979122402
3	0.7617159349322711
4	0.8532732114248125
5	0.9064661828182234
6	0.9373843427953139
7	0.9553649461286566
8	0.9658282784877854
9	0.9719216267090276
10	0.9754731199187063
11	0.9775451153985169
12	0.9787552934537869
13	0.9794630094390966
14	0.9798774783586246
15	0.9801206035341672
16	0.9802634806675476
17	0.9803476179183008
18	0.9803972785900703
19	0.9804266651570905
20	0.9804441039707166

Pmax=? [ F (pc<0) ]:
N	Result
1	0.35662497012190264
2	0.6052255237084493
3	0.7637178460591976
4	0.8557576054441174
5	0.9092305859710919
6	0.9403112881417128
7	0.9583862679646649
8	0.9689044152970352
9	0.9750296130607412
10	0.9785996205397658
11	0.9806823841864063
12	0.9818988290177868
13	0.9826101946686923
14	0.9830267908081443
15	0.9832711569825174
16	0.983414758860776
17	0.9834988961115292
18	0.9835489805387847
19	0.9835786152079111
20	0.983596199502581

Pmax=? [ F pc!=-2 U pc=-1 ]:
N	Result
1	0.0
2	0.001170325796209074
3	0.0020019111269263534
4	0.002484394019304916
5	0.0027644031528685723
6	0.0029269453463990716
7	0.003021321836008201
8	0.003076136809249842
9	0.003107986351713712
10	0.0031265006210593796
11	0.0031372687878894823
12	0.003143535563999966
13	0.003147185229595579
14	0.0031493124495196767
15	0.0031505534483503243
16	0.003151278193228382
17	0.0031517019487144467
18	0.0031519500508205072
19	0.0031520955318644988
20	0.0031521809847576826

Pmax=? [ G pc!=-2 U pc=-1 ]:
N	Result
1	0.0
2	0.001170325796209074
3	0.0020019111269263534
4	0.002484394019304916
5	0.0027644031528685723
6	0.0029269453463990716
7	0.003021321836008201
8	0.003076136809249842
9	0.003107986351713712
10	0.0031265006210593796
11	0.0031372687878894823
12	0.003143535563999966
13	0.003147185229595579
14	0.0031493124495196767
15	0.0031505534483503243
16	0.003151278193228382
17	0.0031517019487144467
18	0.0031519500508205072
19	0.0031520955318644988
20	0.0031521809847576826
