Pmax=? [ F (pc=-1) ]:
N	Result
1	0.0
2	0.003295617843256823
3	0.014101959209030407
4	0.022862158780451995
5	0.029967651578323443
6	0.035741435253312484
7	0.0404333640469515
8	0.04424702441080929
9	0.04734699119279096
10	0.049867049608209126
11	0.051915931391225495
12	0.053581987118005395
13	0.05493699561172515
14	0.0560392653326595
15	0.056936158325387835
16	0.057666143240926566
17	0.058260464652724504
18	0.05874449991948865
19	0.05913886175155899
20	0.05946029391120311

Pmax=? [ F (pc=-2) ]:
N	Result
1	0.1038961038961039
2	0.2113856697835395
3	0.31752752952405494
4	0.40352460636044285
5	0.47323023347492166
6	0.529750266252257
7	0.5755781773845512
8	0.6127370710277708
9	0.6428661864282539
10	0.6672953747991921
11	0.6871032811452968
12	0.7031646452433654
13	0.7161887473362255
14	0.7267506374258508
15	0.7353164936385749
16	0.7422642062963506
17	0.7479000816133482
18	0.752472392957941
19	0.7561823720773025
20	0.7591931220999032

Pmax=? [ F (pc<0) ]:
N	Result
1	0.1038961038961039
2	0.21468128762679634
3	0.3316294887330854
4	0.4263867651408949
5	0.5031978850532451
6	0.5654917015055695
7	0.6160115414315028
8	0.6569840954385803
9	0.690213177621045
10	0.7171624244074012
11	0.7390192125365223
12	0.7567466323613706
13	0.7711257429479504
14	0.78278990275851
15	0.7922526519639626
16	0.7999303495372769
17	0.8061605462660725
18	0.8112168928774296
19	0.8153212338288613
20	0.8186534160111062

Pmax=? [ F pc!=-2 U pc=-1 ]:
N	Result
1	0.0
2	0.003295617843256823
3	0.014101959209030407
4	0.022862158780451995
5	0.029967651578323443
6	0.035741435253312484
7	0.0404333640469515
8	0.04424702441080929
9	0.04734699119279096
10	0.049867049608209126
11	0.051915931391225495
12	0.053581987118005395
13	0.05493699561172515
14	0.0560392653326595
15	0.056936158325387835
16	0.057666143240926566
17	0.058260464652724504
18	0.05874449991948865
19	0.05913886175155899
20	0.05946029391120311

Pmax=? [ G pc!=-2 U pc=-1 ]:
N	Result
1	0.0
2	0.003295617843256823
3	0.014101959209030407
4	0.022862158780451995
5	0.029967651578323443
6	0.035741435253312484
7	0.0404333640469515
8	0.04424702441080929
9	0.04734699119279096
10	0.049867049608209126
11	0.051915931391225495
12	0.053581987118005395
13	0.05493699561172515
14	0.0560392653326595
15	0.056936158325387835
16	0.057666143240926566
17	0.058260464652724504
18	0.05874449991948865
19	0.05913886175155899
20	0.05946029391120311
