multi(Pmax=? [ F pc=-1 ], R{"defaultControllerUsed"}max=? [ C ]):
13	1.002445107272522
14	1.0044138897587704
15	1.0063118875958306
16	1.0078042744526952
17	1.0087930958535403
18	1.0095264781390814
19	1.0101909231233788
20	1.0107318984266724
21	1.010993928075565
22	1.0111778048805424
23	1.0113373413429345
24	1.0114699089030292
25	1.0115685038529694
26	1.011645375529055
27	1.011709510011705
28	1.0117607262763466
29	1.0118018211863535
30	1.011835402061587

Pmax=? [ (F pc=-1)&(G pc!=-2) ]/Pmax=? [ (G pc!=-2) ]:
N	Result
1	0.0
2	0.546181660007285
3	0.6607662509067095
4	0.8275379255302122
5	0.8639385166747039
6	0.8818733537003267
7	0.9066311697099485
8	0.9386901331833892
9	0.9490031955624151
10	0.9546865525567974
11	0.9612305580693942
12	0.9671421559259263
13	0.9700532461385738
14	0.9718428258355531
15	0.9737629072805299
16	0.9773859424561853
17	0.9806234978094291
18	0.9834130597153291
19	0.9858022155214284
20	0.987869182917956
21	0.9895273205744659
22	0.9909490449930147
23	0.9921786147996685
24	0.9932438195365486
25	0.9941724561062049
26	0.9949754827203002
27	0.9956679458523479
28	0.9962642480159846
29	0.9967786354815572
30	0.9972221620473734

Pmax=? [ (F pc=-1) ]:
N	Result
1	0.0
2	0.5650257876969242
3	0.6821944483386232
4	0.8517589676253441
5	0.8879776410193506
6	0.9063823088288432
7	0.9312935536081817
8	0.9636524172919945
9	0.9737654690983298
10	0.9793476347495176
11	0.9857130709472983
12	0.9911785036466143
13	0.9937334883259326
14	0.9952735865206482
15	0.9967642280888681
16	0.9978728807543137
17	0.9985019787930762
18	0.9988965321191074
19	0.9992402870050987
20	0.9994890310341725
21	0.9996421056261513
22	0.9997399805864016
23	0.9998194831713606
24	0.9998774762597837
25	0.999914508061888
26	0.9999385208899169
27	0.9999571012200141
28	0.9999706769391346
29	0.9999795632657994
30	0.9999854174485865

Pmax=? [ F pc=-2 ]:
N	Result
1	0.0
2	0.021721818169849576
3	0.027483828261609132
4	0.03507419368717141
5	0.0381791660467434
6	0.04217940495297896
7	0.04761893382157814
8	0.05309758855816053
9	0.05646343064483706
10	0.06021623714804282
11	0.06406497991623473
12	0.06812955817925435
13	0.07113473728999263
14	0.07427477940893154
15	0.07737266425844022
16	0.0805047681808795
17	0.08306094815189571
18	0.08563695792809324
19	0.088134513472997
20	0.09059701451722714
21	0.09273044611262239
22	0.09483253423153225
23	0.09685075831934778
24	0.09881048917866414
25	0.10057082905141838
26	0.10228121960304515
27	0.10391452218713157
28	0.1054859454482582
29	0.10692862987081403
30	0.10831815724731347

Pmax=? [ F pc=-2 ]/Pmax=? [ G pc!=-1 ]:
N	Result
1	0.0
2	0.021927225828205648
3	0.028022052097434424
4	0.03613287516860094
5	0.03975908464978998
6	0.044420610702370245
7	0.05073463044114852
8	0.05725150143385867
9	0.061630201088663204
10	0.06655230277280932
11	0.0717111655178556
12	0.07725002704303521
13	0.08171673346719369
14	0.08645626802645838
15	0.09126829357818327
16	0.09624442323266588
17	0.10064927863989043
18	0.10518838471498
19	0.10974222637372996
20	0.1143634805580015
21	0.11867594651374086
22	0.1230503460710482
23	0.12741758895002464
24	0.13180863653982397
25	0.13603135759032436
26	0.14028111179753133
27	0.1445188755281281
28	0.1487631915927449
29	0.15291631275017512
30	0.15708163593501936

Pmax=? [ (F pc=-2)&(G pc!=-1) ]/Pmax=? [ G pc!=-1 ]:
N	Result
1	0.0
2	0.0021927225828205646
3	0.002319178487598036
4	0.002669495781622628
5	0.01411345312619083
6	0.014307712894855119
7	0.014354300928412627
8	0.015301913358498993
9	0.01678593254463422
10	0.017347717310033046
11	0.022742977538031013
12	0.024199821901954677
13	0.025067012492819025
14	0.026144654320546013
15	0.027616103533858512
16	0.02836491455608714
17	0.030941204538523545
18	0.03233937379937972
19	0.03335781671567822
20	0.0343491853832716
21	0.03555654569143593
22	0.03636281795030723
23	0.03781350101485314
24	0.03891957481897708
25	0.03983564595404096
26	0.04067989468320541
27	0.041620412753866944
28	0.04236234779978
29	0.04331026892441712
30	0.04415257728817765

Pmin=? [ F k=N ]:
N	Result
1	1.0
2	1.0
3	0.4349742123030757
4	0.3178055516613768
5	0.14824103237465597
6	0.11202235898064966
7	0.09361769117061414
8	0.06870644638557795
9	0.036347582688098956
10	0.026234530873527534
11	0.020652365188922762
12	0.014286928967608598
13	0.008821496276382353
14	0.006266511625914578
15	0.004726413404254866
16	0.003235771826470742
17	0.00212711919355039
18	0.0014980142589363385
19	0.0011034609701499668
20	7.597062088226113E-4
21	5.109648982960077E-4
22	3.578914656742719E-4
23	2.600167358973395E-4
24	1.8051428609473216E-4
25	1.2252220600473765E-4
26	8.549086209515923E-5
27	6.14782201706079E-5
28	4.2897998619309226E-5
29	2.9322542361349264E-5
30	2.0416254784597926E-5

Pmin=? [ (F k=N)&(G pc>0) ]:
N	Result
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0

Pmin=? [ (F k=N)&(G pc!=-2) ]/Pmin=? [ (F k=N) ]:
N	Result
1	1.0
2	0.9782781818301505
3	0.9882873567435297
4	0.9839187612223882
5	0.9861003195291449
6	0.9818783309056635
7	0.9847330722048658
8	0.9846196926368398
9	0.9802300104211887
10	0.9767439496156922
11	0.9770230192569397
12	0.9736626179282666
13	0.9737290668010842
14	0.9722175311409436
15	0.9706837125694862
16	0.9661922055870521
17	0.9676599110908525
18	0.9671217681883008
19	0.9648030828660664
20	0.9598937888578267
21	0.9617825811861221
22	0.9617684945151992
23	0.9590796436592369
24	0.9580244724603982
25	0.9600780542873559
26	0.9605631879882767
27	0.9582022323563005
28	0.9539726077012434
29	0.9547781434205542
30	0.9551308580109983

Pmax=? [ pc!=-2 U<=N false ]:
N	Result
1	0.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0

Pmin=? [ pc>0 U k=N ]:
N	Result
1	1.0
2	0.0
3	0.0
4	0.0
5	0.0
6	0.0
7	0.0
8	0.0
9	0.0
10	0.0
11	0.0
12	0.0
13	0.0
14	0.0
15	0.0
16	0.0
17	0.0
18	0.0
19	0.0
20	0.0
21	0.0
22	0.0
23	0.0
24	0.0
25	0.0
26	0.0
27	0.0
28	0.0
29	0.0
30	0.0
